data__id,data__text,data__lang,data__created_at,author__username,data__author_id,data__conversation_id,data__public_metrics__retweet_count,data__public_metrics__reply_count,data__public_metrics__like_count,data__public_metrics__quote_count,data__reply_settings,data__possibly_sensitive,data__source,data__geo__place_id,data__referenced_tweets__type,data__referenced_tweets__id,data__in_reply_to_user_id,data__entities__hashtags__start,data__entities__hashtags__end,data__entities__hashtags__tag,data__entities__mentions__start,data__entities__mentions__end,data__entities__mentions__username,data__entities__mentions__username,data__entities__mentions__id,data__entities__urls__start,data__entities__urls__end,data__entities__urls__url,data__entities__urls__expanded_url,data__entities__urls__display_url,data__entities__urls__status,data__entities__urls__unwound_url,data__context_annotations__|,data__context_annotations__|__id,data__context_annotations__|__name,data__context_annotations__|__description,data__attachments__media_keys__001,data__attachments__media_keys__002,data__attachments__media_keys__003,data__attachments__media_keys__004,meta__newest_id,meta__oldest_id,meta__result_count
1374012490179346440,"J'imagine qu'il pourra longuement s'en plaindre sur la chaîne qui vient d'être condamné. \n  \n Un privilège que ni les migrants, ni les mineurs isolés n'auront jamais.  \n  \n https://t.co/pAs2orOWud",fr,2021-03-22T14:58:00.000Z,@Francois_Ruffin,801822323825410049,1374012490179346440,122,32,468,5,everyone,False,,,,,,,,,,,,,,165,188,https://t.co/pAs2orOWud,https://www.lemonde.fr/actualite-medias/article/2021/03/18/la-chaine-cnews-sanctionnee-d-une-amende-de-200-000-euros-pour-des-propos-d-eric-zemmour-contre-les-migrants_6073606_3236.html,lemonde.fr/actualite-medi…,,,,,,,,,,,1374012490179346440,1351915374141431810,2
1351915374141431810,"La violence, c'est la seule chose qu'ils ont à proposer.  \n La violence de la mise en scène, la violence contre les migrants aujourd'hui. La violence contre tout adversaire de leur idéologie xénophobe demain. Que fait l'Etat ? #GenerationIdentitaire \n  \n https://t.co/pcY8nGvBlU",fr,2021-01-20T15:31:57.000Z,@Francois_Ruffin,801822323825410049,1351915374141431810,267,106,760,23,everyone,False,,,,,,225,247,GenerationIdentitaire,,,,,,249,272,https://t.co/pcY8nGvBlU,https://www.leparisien.fr/faits-divers/generation-identitaire-lance-une-nouvelle-operation-antimigrants-dans-les-pyrenees-19-01-2021-8420004.php,leparisien.fr/faits-divers/g…,200,https://www.leparisien.fr/faits-divers/generation-identitaire-lance-une-nouvelle-operation-antimigrants-dans-les-pyrenees-19-01-2021-8420004.php,,,,,,,,,,,
